customer_id,order_year,region,sub-category,sales,profit,discount,quantity,is_high_season,is_q1,Art_West,Acc_East,risk_subcat_region,risk_category,risk_product,seasonal_risk,ship_profit_avg,shipping_delay,n_orders,n_products,high_discount,medium_discount,zero_discount,discount_sq,segment_enc,ship_mode_enc,unit_sales,p_margin,discount_efficiency,high_loss_risk,log_sales,high_disc_pct,zero_disc_pct,product_diversity,cust_total_profit,cust_total_sales,cust_n_orders,cust_n_rows,cust_avg_discount,cust_loss_rate,cust_avg_profit,cust_last_year,cust_first_year,cust_high_disc_rate,cust_recency,cust_tenure,cust_avg_margin,cust_has_history,p_last,profit_last,sales_last,margin_trend,sample_weight,segment_client,target,final_pred_profit,meta_pred_profit,blend_pred
AB-10105,2017,Central,Accessories,39.816,7.4655,0.2,3,0,0,0,0,36.824584,78.02352919254659,26.12925,48.32423333333333,28.111666967340593,4.0,1,1,0,1,0,0.04000000000000001,0,0.0,13.271955760147467,0.18749995290839033,35.55,0,3.709074161399456,0.0,0.0,0.9999900000999989,5103.6829,12182.527,5.0,11.0,0.2636363636363636,0.45454545454545453,463.9711727272727,2016.0,2014.0,0.36363636363636365,1.0,3.0,0.418934667315792,1.0,0.0,0.0,0.0,0.18749995290839033,3.709074161399456,1,-0.24653630416525196,6.865169645950296,7.4718194727054605,7.168494559327878
AB-10105,2017,Central,Phones,470.376,52.9173,0.2,3,0,0,0,0,59.09382543859649,78.02352919254659,170.5113,76.5724447368421,31.65822027883397,1.0,1,1,0,1,0,0.04000000000000001,0,2.0,156.79147736174212,0.1124999976082964,251.98714285714283,0,6.155656077029466,0.0,0.0,0.9999900000999989,5103.6829,12182.527,5.0,11.0,0.2636363636363636,0.45454545454545453,463.9711727272727,2016.0,2014.0,0.36363636363636365,1.0,3.0,0.418934667315792,1.0,0.18749995290839033,7.4655,39.816,-0.07499995530009393,6.155656077029466,1,-0.5340201338825487,86.28038772858501,48.68268210069752,67.48153491464126
AB-10105,2017,South,Binders,21.96,10.7604,0.0,2,1,0,0,0,29.63371333333333,21.601486245353158,-5.819399999999999,5.7197118110236245,28.111666967340593,4.0,1,1,0,0,1,0.0,0,0.0,10.979945100274499,0.4899997768671326,1076.04,0,3.133753571451366,0.0,0.9999900000999989,0.9999900000999989,5103.6829,12182.527,5.0,11.0,0.2636363636363636,0.45454545454545453,463.9711727272727,2016.0,2014.0,0.36363636363636365,1.0,3.0,0.418934667315792,1.0,0.1124999976082964,52.9173,470.376,0.37749977925883615,3.133753571451366,1,1.527281297265928,9.756129566238597,10.612683863947744,10.184406715093171
AB-10105,2017,South,Furnishings,821.88,213.6888,0.0,6,1,0,0,0,26.823364444444447,9.263670572916666,142.4592,17.19203076923077,28.111666967340593,4.0,1,1,0,0,1,0.0,0,0.0,136.9797717003805,0.2599999968365212,21368.879999999997,0,6.712810382026606,0.0,0.9999900000999989,0.9999900000999989,5103.6829,12182.527,5.0,11.0,0.2636363636363636,0.45454545454545453,463.9711727272727,2016.0,2014.0,0.36363636363636365,1.0,3.0,0.418934667315792,1.0,0.4899997768671326,10.7604,21.96,-0.2299997800306114,6.712810382026606,1,0.08284912696635502,199.43211475133984,217.79865340540798,208.6153840783739
AB-10105,2017,West,Accessories,89.584,4.4792,0.2,2,1,0,0,0,59.686105600000005,78.02352919254659,33.220733333333335,62.49470888888889,28.111666967340593,6.0,1,1,0,1,0,0.04000000000000001,0,0.0,44.791776041119796,0.049999994418646804,21.329523809523806,0,4.506277597011739,0.0,0.0,0.9999900000999989,5103.6829,12182.527,5.0,11.0,0.2636363636363636,0.45454545454545453,463.9711727272727,2016.0,2014.0,0.36363636363636365,1.0,3.0,0.418934667315792,1.0,0.2599999968365212,213.6888,821.88,-0.2100000024178744,4.506277597011739,1,-0.7363626710536576,7.998553027828202,5.969694216926615,6.984123622377409
AB-10105,2017,West,Binders,18.18,-13.938,0.7,4,1,0,0,0,27.120013865546216,21.601486245353158,18.407249999999998,38.34190077519379,28.111666967340593,6.0,1,1,1,0,0,0.48999999999999994,0,0.0,4.544988637528406,-0.7666662449580611,-19.63098591549296,1,2.953868069455292,0.9999900000999989,0.0,0.9999900000999989,5103.6829,12182.527,5.0,11.0,0.2636363636363636,0.45454545454545453,463.9711727272727,2016.0,2014.0,0.36363636363636365,1.0,3.0,0.418934667315792,1.0,0.049999994418646804,4.4792,89.584,-0.8166662393767079,2.953868069455292,1,-1.8206276649543822,-11.97610888061144,-14.061152453809882,-13.018630667210662
AB-10105,2017,West,Phones,816.624,68.27420000000001,0.2,4,1,0,0,0,35.877563829787235,78.02352919254659,135.28983333333332,67.09411188034187,29.88494362308728,4.0,2,2,0,2,0,0.04000000000000001,0,1.0,204.155489611276,0.08360542815781281,325.1152380952381,0,6.70640257322605,0.0,0.0,0.9999950000249999,5103.6829,12182.527,5.0,11.0,0.2636363636363636,0.45454545454545453,463.9711727272727,2016.0,2014.0,0.36363636363636365,1.0,3.0,0.418934667315792,1.0,-0.7666662449580611,-13.938,18.18,0.8502716731158739,6.70640257322605,1,-0.6315468751782725,181.39033646192703,87.54195525805655,134.4661458599918
AB-10105,2017,West,Storage,12.624,-2.5248,0.2,2,1,0,0,0,33.1884314516129,21.601486245353158,-1.2624,32.24642285714286,28.111666967340593,6.0,1,1,0,1,0,0.04000000000000001,0,0.0,6.311968440157799,-0.19999984157173512,-12.022857142857141,0,2.6118329433603873,0.0,0.0,0.9999900000999989,5103.6829,12182.527,5.0,11.0,0.2636363636363636,0.45454545454545453,463.9711727272727,2016.0,2014.0,0.36363636363636365,1.0,3.0,0.418934667315792,1.0,0.08360542815781281,68.27420000000001,816.624,-0.2836052697295479,2.6118329433603873,1,-1.284478528367154,-0.7915227810174889,-1.741839841230192,-1.2666813111238404
AB-10150,2017,Central,Art,99.136,8.6744,0.2,4,1,0,0,0,6.442801204819278,21.601486245353158,24.784,10.0594375,28.20836551724138,2.0,1,1,0,1,0,0.04000000000000001,0,1.0,24.7839380401549,0.08749999117374202,41.306666666666665,0,4.606529262025722,0.0,0.0,0.9999900000999989,273.6551,736.054,3.0,7.0,0.05714285714285715,0.0,39.093585714285716,2016.0,2014.0,0.0,1.0,3.0,0.37178671168437766,1.0,0.0,0.0,0.0,0.08749999117374202,4.606529262025722,2,-0.6188089111316597,8.423698746846542,8.73461792821901,8.579158337532775
AB-10150,2017,Central,Furnishings,15.992,-13.993,0.6,2,1,0,0,0,-14.859722807017544,9.263670572916666,5.997,17.19203076923077,28.20836551724138,2.0,1,1,1,0,0,0.36,0,1.0,7.995960020199899,-0.8749994528517678,-22.939344262295084,1,2.8327426450595286,0.9999900000999989,0.0,0.9999900000999989,273.6551,736.054,3.0,7.0,0.05714285714285715,0.0,39.093585714285716,2016.0,2014.0,0.0,1.0,3.0,0.37178671168437766,1.0,0.08749999117374202,8.6744,99.136,-0.9624994440255099,2.8327426450595286,2,-1.8756073182142032,-12.390426730706421,-11.141185017803336,-11.765805874254879
AB-10150,2017,Central,Paper,16.896,5.28,0.2,4,1,0,0,0,22.149006214689265,21.601486245353158,0.0,31.601803669724774,28.20836551724138,2.0,1,1,0,1,0,0.04000000000000001,0,1.0,4.223989440026401,0.31249981504509056,25.142857142857142,0,2.8845772241878285,0.0,0.0,0.9999900000999989,273.6551,736.054,3.0,7.0,0.05714285714285715,0.0,39.093585714285716,2016.0,2014.0,0.0,1.0,3.0,0.37178671168437766,1.0,-0.8749994528517678,-13.993,15.992,1.1874992678968583,2.8845772241878285,2,0.35610411959267363,5.483211946916812,5.342640073303941,5.412926010110377
AB-10150,2017,Central,Supplies,6.672,0.5004,0.2,1,1,0,0,0,-40.62527894736842,21.601486245353158,1.0008,-3.2062500000000003,28.20836551724138,2.0,1,1,0,1,0,0.04000000000000001,0,1.0,6.671933280667193,0.07499988759009654,2.3828571428571426,0,2.037577337581137,0.0,0.0,0.9999900000999989,273.6551,736.054,3.0,7.0,0.05714285714285715,0.0,39.093585714285716,2016.0,2014.0,0.0,1.0,3.0,0.37178671168437766,1.0,0.31249981504509056,5.28,16.896,-0.23749992745499401,2.037577337581137,2,-0.6592520562601786,0.3910337347998188,0.48625035973687997,0.4386420472683494
AB-10150,2017,East,Accessories,91.96,39.5428,0.0,4,1,0,0,1,64.09643663366337,78.02352919254659,15.4033,62.49470888888889,28.111666967340593,4.0,1,1,0,0,1,0.0,0,0.0,22.98994252514369,0.42999995324054446,3954.2799999999997,0,4.532169293103601,0.0,0.9999900000999989,0.9999900000999989,273.6551,736.054,3.0,7.0,0.05714285714285715,0.0,39.093585714285716,2016.0,2014.0,0.0,1.0,3.0,0.37178671168437766,1.0,0.07499988759009654,0.5004,6.672,0.35500006565044795,4.532169293103601,2,1.0855507713252295,36.601985579937086,36.585281111444154,36.59363334569062
AB-10165,2017,East,Art,104.448,23.8944,0.2,6,0,0,0,0,7.558402459016393,21.601486245353158,8.815999999999999,10.242692307692309,31.65822027883397,3.0,1,2,0,2,0,0.04000000000000001,0,2.0,17.40797098671502,0.22876836045033316,113.78285714285714,0,4.6582179404101645,0.0,0.0,1.9999800001999979,79.0863,697.566,4.0,7.0,0.09999999999999999,0.2857142857142857,11.298042857142857,2015.0,2014.0,0.14285714285714285,2.0,2.0,0.11337464679507535,1.0,0.0,0.0,0.0,0.22876836045033316,4.6582179404101645,2,-0.06560312456012228,24.152095173177866,23.481834160926915,23.81696466705239
AB-10165,2017,East,Paper,13.872,5.0286,0.2,3,0,0,0,0,23.109079381443298,21.601486245353158,5.1788799999999995,19.052386363636362,31.65822027883397,3.0,1,1,0,1,0,0.04000000000000001,0,2.0,4.623984586718044,0.36249973868242596,23.945714285714285,0,2.699480250419143,0.0,0.0,0.9999900000999989,79.0863,697.566,4.0,7.0,0.09999999999999999,0.2857142857142857,11.298042857142857,2015.0,2014.0,0.14285714285714285,2.0,2.0,0.11337464679507535,1.0,0.22876836045033316,23.8944,104.448,0.1337313782320928,2.699480250419143,2,0.6457013128940858,4.9341969444161675,5.013979080843839,4.974088012630004
AB-10165,2017,South,Paper,163.96,59.4355,0.2,5,1,0,0,0,24.954682926829268,21.601486245353158,52.774625,21.470935869565217,28.111666967340593,5.0,1,1,0,1,0,0.04000000000000001,0,0.0,32.79193441613117,0.36249997789095034,283.02619047619044,0,5.10570302026865,0.0,0.0,0.9999900000999989,79.0863,697.566,4.0,7.0,0.09999999999999999,0.2857142857142857,11.298042857142857,2015.0,2014.0,0.14285714285714285,2.0,2.0,0.11337464679507535,1.0,0.36249973868242596,5.0286,13.872,2.3920852437742113e-07,5.10570302026865,2,0.6457027700039213,59.20201644642926,58.625806567519724,58.91391150697449
AB-10165,2017,West,Binders,39.792,13.804200000000002,0.2,9,2,0,0,0,27.120013865546216,21.601486245353158,3.902925,75.38818526315791,28.111666967340593,4.0,1,2,0,2,0,0.04000000000000001,0,0.0,4.4213284207462,0.34690883923682164,65.73428571428572,0,3.7084859837528548,0.0,0.0,1.9999800001999979,79.0863,697.566,4.0,7.0,0.09999999999999999,0.2857142857142857,11.298042857142857,2015.0,2014.0,0.14285714285714285,2.0,2.0,0.11337464679507535,1.0,0.36249997789095034,59.4355,163.96,-0.0155911386541287,3.7084859837528548,2,0.5522084660272115,13.889170167937504,13.772237985404386,13.830704076670944
AB-10165,2017,West,Furnishings,94.2,39.564,0.0,5,0,1,1,0,25.271010126582276,9.263670572916666,-3.5168,24.203691428571428,28.20836551724138,2.0,1,1,0,0,1,0.0,0,1.0,18.83996232007536,0.41999995541401747,3956.4,0,4.55597994179732,0.0,0.9999900000999989,0.9999900000999989,79.0863,697.566,4.0,7.0,0.09999999999999999,0.2857142857142857,11.298042857142857,2015.0,2014.0,0.14285714285714285,2.0,2.0,0.11337464679507535,1.0,0.34690883923682164,13.804200000000002,39.792,0.07309111617719583,4.55597994179732,2,1.016681290308377,37.254954955351685,36.15733358024394,36.70614426779781
AB-10255,2017,East,Phones,2.97,-0.6435,0.4,1,0,0,0,0,55.337265734265735,78.02352919254659,-0.049499999999999954,76.5724447368421,28.111666967340593,4.0,1,1,1,0,0,0.16000000000000003,2,0.0,2.969970300296997,-0.21666593715172672,-1.569512195121951,1,1.3787660946990992,0.9999900000999989,0.0,0.9999900000999989,66.90820000000001,175.858,6.0,8.0,0.07500000000000001,0.0,8.363525000000001,2016.0,2014.0,0.0,1.0,3.0,0.3804671734884297,1.0,0.0,0.0,0.0,-0.21666593715172672,1.3787660946990992,2,-1.3104215217905613,-0.6104519363825585,-0.3947159710509405,-0.5025839537167495
AB-10255,2017,East,Storage,27.44,2.401,0.2,2,0,0,0,0,37.538808396946564,21.601486245353158,11.3876,21.119373333333332,28.111666967340593,4.0,1,1,0,1,0,0.04000000000000001,2,0.0,13.719931400342999,0.08749996811225651,11.433333333333332,0,3.34779660493504,0.0,0.0,0.9999900000999989,66.90820000000001,175.858,6.0,8.0,0.07500000000000001,0.0,8.363525000000001,2016.0,2014.0,0.0,1.0,3.0,0.3804671734884297,1.0,-0.21666593715172672,-0.6435,2.97,0.30416590526398324,3.34779660493504,2,-0.6188089869296276,4.623095455912284,4.175166491463055,4.39913097368767
AB-10255,2017,West,Copiers,479.984,89.997,0.2,2,0,0,0,0,605.3062818181818,78.02352919254659,219.99266666666668,440.49145,28.111666967340593,4.0,1,1,0,1,0,0.04000000000000001,2,0.0,239.99080004599975,0.1874999960936199,428.5571428571428,0,6.175834005519237,0.0,0.0,0.9999900000999989,66.90820000000001,175.858,6.0,8.0,0.07500000000000001,0.0,8.363525000000001,2016.0,2014.0,0.0,1.0,3.0,0.3804671734884297,1.0,0.08749996811225651,2.401,27.44,0.10000002798136338,6.175834005519237,2,-0.24653612358908963,92.260417732567,87.69611479933225,89.97826626594963
AB-10255,2017,West,Paper,211.6,101.568,0.0,7,0,0,0,0,25.8113987654321,21.601486245353158,40.809599999999996,26.891998245614037,28.111666967340593,5.0,1,2,0,0,2,0.0,2,0.0,30.22852824495965,0.47999997731569105,10156.8,0,5.359412465907847,0.0,1.9999800001999979,1.9999800001999979,66.90820000000001,175.858,6.0,8.0,0.07500000000000001,0.0,8.363525000000001,2016.0,2014.0,0.0,1.0,3.0,0.3804671734884297,1.0,0.1874999960936199,89.997,479.984,0.29249998122207116,5.359412465907847,2,1.4501843924485005,100.85670892984778,100.61661048384543,100.73665970684661
AB-10255,2017,West,Supplies,16.68,4.3368,0.0,2,0,0,0,0,11.888178787878788,21.601486245353158,1.0008,6.4995199999999995,28.111666967340593,5.0,1,1,0,0,1,0.0,2,0.0,8.3399583002085,0.2599998441247937,433.68,0,2.8724340572094973,0.0,0.9999900000999989,0.9999900000999989,66.90820000000001,175.858,6.0,8.0,0.07500000000000001,0.0,8.363525000000001,2016.0,2014.0,0.0,1.0,3.0,0.3804671734884297,1.0,0.47999997731569105,101.568,211.6,-0.22000013319089734,2.8724340572094973,2,0.0828483759792454,3.955926862801903,4.379787830694728,4.167857346748316
AB-10600,2017,West,Accessories,239.952,-35.9928,0.2,6,1,0,0,0,59.686105600000005,78.02352919254659,-4.9990000000000006,49.43220579710145,31.65822027883397,1.0,1,1,0,1,0,0.04000000000000001,1,2.0,39.991933346777756,-0.14999999374875003,-171.3942857142857,0,5.484597743529171,0.0,0.0,0.9999900000999989,-18.3888,40.808,3.0,3.0,0.3333333333333333,0.3333333333333333,-6.1296,2015.0,2014.0,0.3333333333333333,2.0,2.0,-0.45061741555150564,1.0,0.0,0.0,0.0,-0.14999999374875003,5.484597743529171,1,-1.2003965916965835,-36.8390072947045,-34.42305609051854,-35.63103169261152
AB-10600,2017,West,Binders,38.388,-25.592,0.7,14,1,0,0,0,27.120013865546216,21.601486245353158,4.9356,5.7197118110236245,31.65822027883397,1.0,1,1,1,0,0,0.48999999999999994,1,2.0,2.7419980414299703,-0.6666664930013303,-36.04507042253521,1,3.6734612013855554,0.9999900000999989,0.0,0.9999900000999989,-18.3888,40.808,3.0,3.0,0.3333333333333333,0.3333333333333333,-6.1296,2015.0,2014.0,0.3333333333333333,2.0,2.0,-0.45061741555150564,1.0,-0.14999999374875003,-35.9928,239.952,-0.5166664992525802,3.6734612013855554,1,-1.761002566056899,-29.212534501985864,-26.753678339538673,-27.98310642076227
AB-10600,2017,West,Chairs,899.136,-146.1096,0.2,4,1,0,1,0,26.886023636363635,9.263670572916666,-220.5693,34.89678,31.65822027883397,1.0,1,1,0,1,0,0.04000000000000001,1,2.0,224.7834380414049,-0.16249999819270947,-695.76,0,6.802545863019288,0.0,0.0,0.9999900000999989,-18.3888,40.808,3.0,3.0,0.3333333333333333,0.3333333333333333,-6.1296,2015.0,2014.0,0.3333333333333333,2.0,2.0,-0.45061741555150564,1.0,-0.6666664930013303,-25.592,38.388,0.5041664948086209,6.802545863019288,1,-1.222347357966678,-158.8064226186264,-123.96815459671684,-141.38728860767162
AB-10600,2017,West,Machines,95.994,-63.996,0.7,2,1,0,0,0,55.844715789473675,78.02352919254659,287.982,-402.1634545454545,31.65822027883397,1.0,1,1,1,0,0,0.48999999999999994,1,2.0,47.996760016199914,-0.6666665972178889,-90.13521126760564,1,4.574649120920139,0.9999900000999989,0.0,0.9999900000999989,-18.3888,40.808,3.0,3.0,0.3333333333333333,0.3333333333333333,-6.1296,2015.0,2014.0,0.3333333333333333,2.0,2.0,-0.45061741555150564,1.0,-0.16249999819270947,-146.1096,899.136,-0.5041665990251795,4.574649120920139,1,-1.7610026333345112,-66.34388756169568,-61.99968666214062,-64.17178711191815
AB-10600,2017,West,Phones,201.584,15.1188,0.2,2,1,0,0,0,35.877563829787235,78.02352919254659,125.99,57.23039142857143,31.65822027883397,1.0,1,1,0,1,0,0.04000000000000001,1,2.0,100.79149604251978,0.07499999627946681,71.99428571428571,0,5.311154615349529,0.0,0.0,0.9999900000999989,-18.3888,40.808,3.0,3.0,0.3333333333333333,0.3333333333333333,-6.1296,2015.0,2014.0,0.3333333333333333,2.0,2.0,-0.45061741555150564,1.0,-0.6666665972178889,-63.996,95.994,0.7416665934973558,5.311154615349529,1,-0.659251710148104,29.429685901678084,26.861729679560334,28.14570779061921
AC-10420,2017,Central,Binders,34.24,-53.072,0.8,4,0,0,0,0,26.86290752688172,21.601486245353158,-30.174,2.427427272727274,28.20836551724138,3.0,1,1,1,0,0,0.6400000000000001,1,1.0,8.559978600053501,-1.5499995473132162,-65.52098765432099,1,3.562181801067979,0.9999900000999989,0.0,0.9999900000999989,6.927800000000001,763.64,2.0,3.0,0.20000000000000004,0.3333333333333333,2.3092666666666672,2016.0,2014.0,0.0,1.0,3.0,0.009072075728457446,1.0,0.0,0.0,0.0,-1.5499995473132162,3.562181801067979,1,-2.084515864239448,-60.756853649629825,-59.36446592363936,-60.06065978663459
AC-10420,2017,Central,Storage,127.92,-15.99,0.2,5,0,0,0,0,10.928681981981981,21.601486245353158,-0.4568571428571432,16.738634615384616,28.20836551724138,3.0,1,1,0,1,0,0.04000000000000001,1,1.0,25.583948832102337,-0.12499999022826842,-76.14285714285714,0,4.859192056947237,0.0,0.0,0.9999900000999989,6.927800000000001,763.64,2.0,3.0,0.20000000000000004,0.3333333333333333,2.3092666666666672,2016.0,2014.0,0.0,1.0,3.0,0.009072075728457446,1.0,-1.5499995473132162,-53.072,34.24,1.4249995570849479,4.859192056947237,1,-1.1544790051440799,-18.857970460454055,-25.685436278806854,-22.271703369630455
AC-10450,2017,Central,Binders,1793.98,843.1706,0.0,2,1,0,0,0,26.86290752688172,21.601486245353158,233.21740000000003,36.00221515151515,31.65822027883397,3.0,1,1,0,0,1,0.0,0,2.0,896.9855150724246,0.46999999738012693,84317.06,0,7.4927491587990245,0.0,0.9999900000999989,0.9999900000999989,489.52680000000004,2068.246,5.0,7.0,0.24285714285714285,0.2857142857142857,69.9324,2016.0,2014.0,0.14285714285714285,1.0,3.0,0.23668693068093963,1.0,0.0,0.0,0.0,0.46999999738012693,7.4927491587990245,0,1.3744986328625481,791.4421912925984,829.7322266260297,810.587208959314
